HH7_region,country_orig,matched_name1,matched_name2,matched_name3,matched_name123,NAME_0,NAME_1,NAME_12,NAME_2,NAME_3,Abs_Lat,CGIAR_Aridity_Index,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Isothermality,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Mean_Diurnal_Range,CHELSA_BIO_Mean_Temperature_of_Coldest_Quarter,CHELSA_BIO_Mean_Temperature_of_Driest_Quarter,CHELSA_BIO_Mean_Temperature_of_Warmest_Quarter,CHELSA_BIO_Mean_Temperature_of_Wettest_Quarter,CHELSA_BIO_Min_Temperature_of_Coldest_Month,CHELSA_BIO_Precipitation_Seasonality,CHELSA_BIO_Precipitation_of_Coldest_Quarter,CHELSA_BIO_Precipitation_of_Driest_Month,CHELSA_BIO_Precipitation_of_Driest_Quarter,CHELSA_BIO_Precipitation_of_Warmest_Quarter,CHELSA_BIO_Precipitation_of_Wettest_Month,CHELSA_BIO_Precipitation_of_Wettest_Quarter,CHELSA_BIO_Temperature_Annual_Range,CHELSA_BIO_Temperature_Seasonality,CIFOR_TropicalPeatlandDepth,CIFOR_TropicalPeatlandExtent,CMS_HeterotrophicRespiration_usingEquationFromBondLamberty2004,CMS_HeterotrophicRespiration_usingEquationFromSubke2006,CMS_SoilRespiration_mean,CSP_Global_Human_Modification,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Cultivated_and_Managed_Vegetation,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Open_Water,ConsensusLandCoverClass_Regularly_Flooded_Vegetation,ConsensusLandCoverClass_Shrubs,ConsensusLandCoverClass_Snow_Ice,ConsensusLandCoverClass_Urban_Builtup,ConsensusLandCover_Human_Development_Percentage,CrowtherLab_Tree_Density,EarthEnvCloudCover_CloudForestPrediction,EarthEnvCloudCover_Mean,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Contrast_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Dissimilarity_EVI,EarthEnvTexture_Entropy_EVI,EarthEnvTexture_Evenness_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTexture_Maximum_EVI,EarthEnvTexture_Range_EVI,EarthEnvTexture_Shannon_Index,EarthEnvTexture_Simpson_Index,EarthEnvTexture_Std_EVI,EarthEnvTexture_Uniformity_EVI,EarthEnvTexture_Variance_EVI,EarthEnvTopoMed_1stOrderPartialDerivEW,EarthEnvTopoMed_1stOrderPartialDerivNS,EarthEnvTopoMed_2ndOrderPartialDerivEW,EarthEnvTopoMed_2ndOrderPartialDerivNS,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Northness,EarthEnvTopoMed_ProfileCurvature,EarthEnvTopoMed_Roughness,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TangentialCurvature,EarthEnvTopoMed_TerrainRuggednessIndex,EarthEnvTopoMed_TopoPositionIndex,EarthEnvTopoMed_VectorRuggednessMeasure,EsaCci_BurntAreasProbability,FanEtAl_Depth_to_Water_Table_AnnualMean,FanEtAl_Depth_to_Water_Table_AnnualSD,GHS_Population_Density,GLW3_RuminantsDistribution_downsampled10km,GPWv4_Population_Density,GiriEtAl_MangrovesExtent,GoshEtAl_GlobalGDP2006,IPCC_Global_Biomass,MODIS_EVI,MODIS_FPAR,MODIS_GPP,MODIS_LAI,MODIS_NDVI,MODIS_NPP,MODIS_Nadir_Reflectance_Band1,MODIS_Nadir_Reflectance_Band2,MODIS_Nadir_Reflectance_Band3,MODIS_Nadir_Reflectance_Band4,MODIS_Nadir_Reflectance_Band5,MODIS_Nadir_Reflectance_Band6,MODIS_Nadir_Reflectance_Band7,NASA_ForestCanopyHeight,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,Resolve_Biome,Resolve_Ecoregion,SG_Absolute_depth_to_bedrock,SG_Bulk_density_015cm,SG_CEC_015cm,SG_Clay_Content_015cm,SG_Coarse_fragments_015cm,SG_Depth_to_bedrock,SG_H2O_Capacity_015cm,SG_SOC_Content_015cm,SG_SOC_Density_015cm,SG_SOC_Stock_005cm_to_015cm,SG_Saturated_H2O_Content_015cm,SG_Silt_Content_015cm,SG_Soil_H2O_Capacity_pF_20_015cm,SG_Soil_pH_H2O_015cm,SpawnEtAl_HarmonizedAGBiomass,SpawnEtAl_HarmonizedBGBiomass,TootchiEtAl_WetlandsRegularlyFlooded,UNEP_WCMC_Biomass,WCS_Human_Footprint_2009,WWF_Biome,WWF_Ecoregion
Khulna,Bangladesh,Khulna,,,Khulna,Bangladesh,Khulna,,,,22.911384,10717.24959,1674.700172,258.8055928,1884.953687,-2339.892441,338.9076123,-2650.83802,190.4575609,190.4575609,292.6200997,286.8709015,134.8546162,85.89361069,38.40047053,10.68609274,38.40047053,536.1484964,380.1379564,1088.813727,-2527.447022,933.4638316,1.80485235,0.470635673,348.6871839,346.1379678,574.3237567,0.615243069,0.787851551,68.60505041,1.812911472,10.62344876,0.690544931,0.946384142,0.613433483,3.891887588,10.74326932,0.828757484,0,0.458119416,69.06316983,7489.609396,1.04E-07,5120.456038,803.0257707,187048.1816,1757.330466,29966.31433,26641.13181,9331.059316,3187.877032,1290.521255,1141.206079,19511.94741,8324.235921,327.1219114,805.8141822,125702.7784,1.01E-05,-5.69E-05,-2.01E-07,-4.00E-07,-0.021279687,-0.001299645,0.000507858,8.378694099,-0.003242933,-1.33E-06,3.855386767,0.252187763,1.01E-06,1.282061991,-0.011812279,1.13E-05,0.001287705,1.356060252,0.870691442,52.43194839,4289.183386,854.8974207,0.191988823,7.30E-04,2385.574171,3055.447476,41.70047721,11615.24948,12.74125328,5076.171723,4439.399939,646.5139532,2313.521334,414.2386515,720.0801236,2173.013758,1506.595025,818.051354,7.039999058,49.61415513,1,238,6668.760589,1253.796212,25.29549429,32.56613182,9.868543901,199.8406193,26.73481601,24.60865739,154.4839615,23.51367681,48.37785016,39.51876438,15.21099305,60.77917264,13.22229469,3.764909796,0.953399228,17.90549062,16.22035545,1,40120
Mymenshing,Bangladesh,Mymenshing,,,Mymenshing,Bangladesh,Dhaka,,Mymensingh,,24.69872304,13730.49141,1595.313378,248.1892166,2600.722656,-2270.683081,315.5985852,-2641.508624,181.3365705,181.3365705,283.1908387,281.6164624,120.3151849,86.13312013,31.33631503,9.844351587,31.33631503,1315.089255,505.7698013,1467.597262,-2536.216591,950.3484655,2.318844738,0.567617181,355.3379822,353.2131656,587.2805652,0.761661279,0.002329103,98.46531113,0.000937964,0.015927829,0.044073787,0.006799012,0.228034244,0.433756881,0.366459518,0.039190048,0,0.398641181,98.86395231,125.6454343,0,5280.916275,549.556177,107187.4949,1531.233231,23647.09251,26475.34434,9235.765134,3612.847472,1364.770077,890.1266765,18530.84783,8149.464671,249.5172968,821.1391251,69561.92925,0.000142274,-0.000114693,-7.82E-07,-7.01E-07,-0.033549439,0.035371797,0.007238148,14.7970484,-0.005676581,-1.05E-06,3.780071594,0.238131809,-1.38E-07,1.277707889,-0.026565382,9.17E-06,0,1.737514825,1.235677831,81.84923261,42952.17774,1371.100782,0,0.876948295,519.8569594,3260.925136,40.30457153,11894.26758,10.6135694,5484.439539,5905.416928,619.3878358,2433.659433,366.9158718,692.4144867,2321.398622,1667.997469,896.1842119,0.195848801,49.80583199,1,238,4984.054606,1280.146141,17.73877452,30.7704293,8.897648482,199.9987519,23.93740998,23.31884765,175.4166456,22.81648038,46.9825889,30.20682522,15.27324667,58.44634175,11.1676229,3.006826009,0.993065193,13.92757337,20.82621537,1,40120
Rajshahi,Bangladesh,Rajshahi,,,Rajshahi,Bangladesh,Rajshahi,,,,24.58888908,9618.088947,1670.881975,253.0542082,1737.661949,-2315.286431,340.0605265,-2639.209425,178.3672796,185.6737618,289.8008758,287.935523,118.334228,89.95142882,32.28743824,10.13395527,31.65369986,801.8249925,359.8138318,1011.874561,-2509.773709,1377.415441,1.255912946,0.285131437,352.3326843,350.0313456,581.136762,0.747694616,0.569562584,94.40820157,0.0191097,0.004105007,0.001088594,1.516134614,0.049109522,1.844615383,0.065993893,0.663788904,0.001146276,0.856144132,95.2643457,29.0239304,0,5149.585854,795.301103,172883.9667,1883.629352,30095.58956,27193.76528,9343.226581,3084.114849,1223.379966,1149.345265,19883.49972,8386.010684,328.4857507,752.5752211,118976.387,2.10E-05,-0.000102428,-1.10E-06,-9.90E-07,-0.029517404,0.015334354,0.001219121,18.4215559,-0.005651213,-3.06E-06,3.779423262,0.247880055,1.29E-06,1.245428358,-0.051857143,9.73E-06,0.00050911,2.550299838,1.190918275,71.53000849,88982.9058,1202.491089,0,1.521410246,568.2195792,3119.317197,39.64605669,10709.86343,10.26326807,5028.374082,5044.605832,735.2289226,2521.758877,439.8270249,791.6171203,2406.995982,1825.994905,1049.767292,0.171709982,49.6590662,1,238,4462.27579,1354.377191,19.69555431,32.33050779,8.444839006,199.9718599,24.82971559,18.9656995,147.798121,19.86838592,45.13301258,37.38939331,14.25057266,62.50206823,2.656167998,0.712688485,0.972948608,4.258210712,20.18652733,1,40120
Rangpur,Bangladesh,Rangpur,,,Rangpur,Bangladesh,Rangpur,,,,25.77716411,14272.07051,1605.811492,248.3041312,2400.376858,-2298.092347,325.9960577,-2640.414665,177.2242215,198.0083978,285.0733991,283.1996644,115.8052107,93.90410033,31.19705858,8.151150651,26.15509186,1287.901847,503.2969716,1464.182516,-2521.309153,1185.458607,1.401682014,0.37126229,364.4429352,362.7706982,607.8440185,0.738692381,0.356789698,94.26887317,0.000485357,0.000641492,0.000576389,2.622854482,0.065785432,1.159559732,0.058329495,0.855020131,0,0.609399393,94.87827257,32.47913997,0,5241.334642,789.1860216,153669.81,1929.211438,27743.132,26979.51341,9304.594507,3290.077643,1269.355255,1073.04828,19434.81162,8310.160948,307.3786597,771.4282085,111319.306,0.000100265,-0.000297401,-9.98E-07,-6.35E-07,-0.111365737,0.033544152,0.005118154,39.38208941,-0.016866059,-2.28E-06,3.418333751,0.21002199,8.39E-07,1.142829949,-0.043440103,7.31E-06,0,1.784590991,1.189389548,67.45279891,71843.12139,1133.063903,0,1.196768436,513.1866,3173.948773,40.50369474,11862.51564,10.63482429,5196.408299,6816.777083,716.8607874,2497.358298,430.5223945,764.6710644,2445.405962,1926.692216,1156.677517,0.226678764,49.9284193,1,238,4524.501416,1333.223777,17.50853021,27.0400134,9.006391759,199.9867838,22.21788091,20.78298017,174.6600316,21.38801919,45.00785809,28.68219349,14.88421483,59.84480405,3.052128692,0.921922244,0.972654281,4.34633581,20.03083959,1,40120
Sylhet,Bangladesh,Sylhet,,,Sylhet,Bangladesh,Sylhet,,,,24.71462776,19602.57293,1566.30381,245.4668921,4427.317506,-2276.649782,309.1915852,-2645.982533,181.2591058,181.2591058,281.5696191,278.4194941,121.2531456,86.88361789,39.48250302,11.77202688,39.48250302,2432.060937,969.9888574,2817.167688,-2543.561552,889.9560312,1.048345312,0.480713198,387.7381375,386.8659066,665.417094,0.701299601,0.03367384,77.76645417,0.982636786,1.79181478,0.117887846,0.259468813,5.899341928,3.315521183,6.110363448,3.522521595,0,0.201279597,77.96773377,3985.647806,0,4828.201813,721.9187151,155745.3028,2006.938885,28818.65407,27161.74667,9342.573952,3156.644182,1228.90792,1111.28177,19857.64877,8382.455628,316.2805268,754.3789353,106439.2586,-0.000503844,9.42E-05,-2.37E-06,-1.46E-06,0.012029222,-0.060476348,-0.015481018,16.83911745,0.008116624,-5.61E-06,5.432500692,0.369384231,2.21E-06,1.807692257,-0.098794771,4.00E-05,0.000723911,1.347105329,0.992643951,57.27908412,21561.30165,1012.56591,0,0.873979749,1535.522118,2776.81069,37.01848065,11331.3711,10.45754102,4862.584896,5647.470185,647.0178628,2197.760302,379.0440179,712.5382219,2125.720455,1543.488617,808.4257264,3.872358788,46.4821194,1,238,7270.979176,1211.96802,27.61777145,29.77067193,14.42396128,199.8879563,26.10441826,39.12783094,233.3531515,31.52078971,49.22587443,29.69372755,15.2666315,58.96072648,11.77860012,3.365685457,0.927931108,18.18955623,18.55572836,1,40120
Région 1,Central African Republic,,,,REGION_1,Central African Republic,REGION_1,Lobaye|Ombella-M'Poko,,,4.770175375,9011.446276,1684.798773,252.2794371,1506.472172,-2066.09582,340.9514497,-2641.991337,238.7208504,256.0715221,270.950692,239.0576945,206.467866,63.07935906,677.9636415,12.61206158,41.23526962,209.3278198,235.2599901,689.2624153,-2597.016428,-1584.393154,0.017266521,0.009871231,560.0690396,563.5023755,1103.733396,0.206528332,0.062833113,3.171837534,16.37045446,22.20331471,0,0.002203495,56.7707814,0.173572241,0.298153669,0.879166681,0,0.04905522,3.220892753,37145.2731,1.70E-05,6732.191385,240.883644,30664.59267,2180.111535,12141.24188,22406.60907,8879.352732,5445.957188,2226.356473,483.0244483,14463.82298,7170.949031,137.3520366,1385.817032,22117.36895,0.000814132,-0.000708816,-2.44E-07,1.90E-07,-0.019186793,0.048561438,0.037078912,542.0739859,-0.006853508,-8.33E-06,20.34791244,1.73273559,7.79E-06,6.441521448,-0.074409892,0.000248584,2.58935311,17.86279258,0.381660665,1.592317198,1809.089503,29.87842621,0,0.015395608,13799.89165,4093.562203,56.65069821,18020.21009,24.00454347,6887.460072,7501.768261,419.4645323,2850.28035,222.5288328,527.457312,2986.502999,1869.859469,828.7833221,19.90758847,4.177207448,7,52,7706.519717,1260.318267,9.049549631,30.69354321,12.30631146,199.9945649,20.18030353,19.32285162,251.7507718,26.74512343,47.09002919,17.8431506,15.29228202,54.86110471,45.80199459,18.64715866,0.009971473,73.22323878,4.640438458,7,30712
Région 2,Central African Republic,,,,REGION_2,Central African Republic,REGION_2,Sangha-MbaÃ©rÃ©|MambÃ©rÃ©-KadÃ©Ã¯|Nana-MambÃ©rÃ©,,,4.703629275,9327.92037,1620.960548,240.8380688,1570.811858,-2063.071423,330.4107122,-2640.892632,227.8269392,246.1803584,258.435589,228.7419085,194.5811833,63.56534296,672.6801845,14.04227811,45.81661374,203.3228504,248.2977035,724.4617609,-2595.670478,-1637.570265,0.007494305,0.006413903,557.7344208,560.8722014,1100.185173,0.195196055,0.002323525,3.513711643,13.62319302,35.95406995,0,0.019415105,45.10188874,0.072241614,0.164719598,1.481022482,0,0.047542162,3.561253805,36179.48512,3.06E-05,6865.760636,206.6693582,24209.24973,1749.039164,10501.76374,20958.46544,8732.682107,5867.318052,2558.192051,410.0723405,13187.48279,6792.627847,115.582336,1631.479891,16714.51585,0.000530697,-0.00112598,6.65E-06,6.54E-06,-0.035157207,0.021553958,0.022090567,681.7610021,-0.019007736,2.54E-07,26.09032025,2.282848022,1.16E-05,8.273731192,0.186938699,0.000348354,1.868005699,29.34979368,0.389290511,0.727378826,1812.138905,12.75748902,0,0.005398688,13182.70325,4122.189217,57.11056359,19155.20119,25.46641757,6868.259244,8341.015193,410.7674792,2832.391209,235.7740369,508.6320372,2976.837409,1822.078619,799.0882556,22.90464608,2.330944829,7,52,6593.055121,1231.779985,10.94360198,35.96414292,11.44307697,199.9839,22.48347496,20.06198691,268.8049364,28.10466189,48.47773946,17.87740927,14.8390553,54.23017704,61.43833212,21.28005445,0.002570132,96.73446286,4.405522523,7,30712
Région 3,Central African Republic,,,,REGION_3,Central African Republic,REGION_3,Ouham|Ouham-PendÃ©,,,6.84279092,6755.656757,1938.661798,258.8202127,1391.969845,-2095.038171,356.0242044,-2631.624631,239.2385279,256.6229541,286.8909522,239.2457358,198.822289,90.88490669,853.69534,0.864002876,2.851971785,106.3518054,294.6572053,853.7511433,-2574.298101,-1084.875717,0.001854437,0.003578152,374.843897,373.6439969,632.0391965,0.179448566,0.03312515,4.319364706,19.89754253,0.93262389,0,0.007617044,71.91375421,0.034947994,0.00250086,2.752674137,0,0.033226136,4.352590841,32031.68205,1.12E-05,5915.731164,241.8567782,29761.87313,1918.626571,11921.2764,22223.2907,8853.092171,5498.120737,2264.517908,466.4822661,14214.03157,7113.268674,131.3834764,1406.14084,20534.23194,0.000957141,0.001268489,6.50E-07,4.56E-07,0.05997535,0.04529492,0.032259305,603.5743823,0.036680768,-6.06E-06,16.61972303,1.449525483,6.67E-06,5.257952211,-0.037308062,0.00016337,2.520470024,19.49896992,0.321021329,0.743180898,2307.286977,12.99174209,0,0.004017546,12813.74907,3736.992341,50.05191255,14499.72584,17.86390579,6413.33712,6163.453761,543.3044569,2714.373739,268.3633619,599.5535676,2971.801551,2048.999811,1047.232084,13.8811131,5.630458302,7,43,8000.496437,1215.504613,9.27645374,28.26866852,14.26580256,199.898767,19.92452002,19.46145054,243.0342496,25.107566,48.49441038,21.05299496,17.1095393,58.31543781,30.0710799,19.06264025,0.001499436,59.11646316,4.458051615,7,30705
Région 4,Central African Republic,,,,REGION_4,Central African Republic,REGION_4,Nana-GrÃ©bizi|KÃ©mo|Ouaka,,,6.307785059,7785.720148,1801.103842,260.1828994,1500.947641,-2088.224151,354.1625663,-2637.377887,243.1410378,264.7248549,284.4785243,243.7670439,207.7735786,76.40220059,731.4420582,5.535307997,18.09804439,131.6878125,258.6358798,756.9022357,-2585.111024,-1281.411952,0.008763958,0.004492476,440.5894567,441.5609623,794.3452966,0.149962309,0.052762903,1.239044035,20.25195378,3.895643588,0.000124793,0.006651743,71.29922243,0.126629469,0.088927227,3.021784931,0,0.011397083,1.250441119,34887.47908,7.70E-06,6127.147685,261.85201,34688.65276,2135.058849,13294.57585,23301.67274,8953.694135,5144.886067,2020.194661,524.9049617,15189.49559,7385.453783,148.6568928,1234.026335,24692.79303,-0.000503355,-0.000157313,-5.63E-07,-7.11E-08,-0.003364596,-0.015257637,-0.006461809,516.9997947,-0.003936948,-7.32E-06,16.3180078,1.411545804,6.26E-06,5.151406892,-0.075090857,0.00013897,2.750140554,16.25244815,0.346624837,0.46754665,1197.186963,8.265712872,0,0.002573357,12557.61739,3993.124089,53.03884558,15681.36915,19.68866251,6799.258678,6510.257562,462.6090234,2811.08713,232.796903,555.7730381,3014.859464,1962.8671,924.5626211,15.56130627,3.88599033,7,52,7030.786102,1251.252321,8.911920948,28.63699592,12.69082965,199.8803643,19.55899569,21.28738921,239.8148218,26.67610672,47.32809877,19.11811568,16.16856463,57.54084678,32.61648411,16.9191835,0.004804875,53.61164466,3.814795236,7,30712
Région 5,Central African Republic,,,,REGION_5,Central African Republic,REGION_5,Bamingui-Bangoran|Haute-Kotto|Vakaga,,,8.337526702,5510.833245,2051.230331,260.5277962,1251.549272,-2099.636759,364.1431035,-2624.465165,241.7109982,257.9305709,290.8321785,242.1299706,194.1447134,90.12543223,694.4160953,1.092320998,3.762840466,94.47217932,244.5710749,715.7240933,-2561.501622,-1001.954125,0.001609665,0.001969866,394.0959164,393.7444733,677.3943464,0.051682109,0.017592351,5.178846109,16.49407509,3.033337302,0,0.078530139,61.1066194,0.006099045,0.014505939,14.02271225,0,0.003503458,5.182349567,25886.29285,3.52E-06,5108.600259,270.1390201,32214.11097,2005.137916,12765.10485,22871.44948,8906.980428,5275.877613,2122.403368,501.229222,14804.33208,7273.05735,141.8721771,1306.688437,22716.77489,-0.000604145,0.00019395,-3.77E-07,3.89E-07,0.015599317,-0.051854382,-0.017657097,602.925512,-0.000151277,-4.20E-06,12.78068923,1.112461494,4.19E-06,4.003672585,-0.043456846,0.000134506,4.744308389,22.05185686,0.315231039,0.078606116,736.5152394,1.343301676,0,5.19E-04,9238.186534,3482.761114,47.70433318,13317.35635,16.49158096,5965.146855,5912.863152,673.3702959,2711.627646,310.1435462,660.415539,3043.268959,2231.635649,1262.528585,9.121516172,14.57339616,7,43,8342.024909,1277.701304,12.78379906,29.82828191,11.3447184,199.4795385,20.92471528,16.84615667,204.4870113,22.00869055,46.8371711,21.35622034,15.74370305,60.33868155,28.07162312,19.99614752,0.002381724,36.91935098,1.685289454,7,30705
Région 6,Central African Republic,,,,REGION_6,Central African Republic,REGION_6,Basse-Kotto|Haut-Mbomou|Mbomou,,,5.766954819,8990.164309,1698.410657,252.4557402,1520.282438,-2069.674615,344.1915717,-2637.7007,238.1012149,259.4011911,272.9027381,239.7788744,202.5171838,66.14817504,635.8860748,9.676200159,31.70797127,161.4869244,234.1653578,684.0556364,-2589.82562,-1499.402358,0.010326608,0.008321274,508.0921304,510.6817542,967.3591416,0.128974929,0.052459804,6.840689155,13.18433685,20.26626201,0.000195003,0.005675822,50.34210854,0.154839725,0.16913813,8.965400527,0.000113443,0.011930445,6.8526196,31347.51168,8.25E-06,6000.567129,312.8468452,50273.86996,2263.987346,15337.43513,23748.90977,8993.125582,4893.758898,1941.372806,611.0925065,15824.0406,7505.467841,174.4048847,1191.457213,36860.2483,-0.000393523,-0.000997008,-5.77E-07,-6.03E-07,-0.042414614,-0.018427611,-0.014190691,618.1001465,-0.028802301,-1.12E-05,19.95564802,1.706981531,9.64E-06,6.308705722,-0.113749054,0.000221077,3.185814273,20.54464662,0.353920507,0.275544777,878.3297348,4.909298213,0,0.001591824,13125.61108,4085.337366,57.90242512,17580.3131,24.04141716,6948.920087,7470.229365,452.8828814,2856.828131,224.2529855,542.1628248,3014.799481,1910.238737,875.9237964,14.17284334,2.753846903,7,52,6585.273275,1260.006624,10.57105885,32.186255,12.26955625,199.9958426,21.15662356,22.86982114,241.8369048,27.99421222,47.33865066,18.84437914,15.22133817,56.29754939,44.0294433,18.81697565,0.007492871,65.90471452,2.083946399,7,30712
Région 7,Central African Republic,,,,REGION_7,Central African Republic,REGION_7,Bangui,,,4.383461833,9322.819052,1653.639233,257.9161645,1485.831868,-2070.996943,339.7062063,-2650.241459,246.7380072,260.564417,275.0735493,247.2848323,216.7175495,57.49263491,608.2321166,16.8374578,57.22379713,224.2350961,208.8742726,622.3867623,-2608.511348,-1691.555016,0.053041422,0.041934859,632.9777328,637.5746301,1295.525649,0.665880633,1.56279815,28.26892684,9.367939988,3.764648046,0.111430756,0.399657696,21.06729544,5.875350497,2.518153017,10.5741233,0,16.53534103,44.80426787,11803.64783,1.49E-05,6919.850625,781.6634428,209204.9507,2910.38355,29583.84849,25832.31608,9359.887099,3468.694954,1413.877272,1208.333749,19305.20229,8293.557016,359.5479682,903.6235083,152716.829,-0.00436855,-0.021816555,-1.27E-06,-1.95E-05,-0.289561017,-0.08168256,-0.042951538,429.5410582,-0.058920531,-4.90E-05,45.75914934,3.882475533,2.80E-05,13.5540289,-0.650213029,0.001678482,0.433650597,25.95244368,1.107056769,181.8762867,4875.585595,3512.197674,0,3.910756043,9835.174319,3278.420647,44.29971282,14868.32683,14.35620481,5104.739594,6530.830731,776.9531502,2781.749325,397.4658912,757.3416049,3007.45618,2257.28827,1341.940566,7.750889855,8.362113543,1,26,9617.402591,1328.786622,9.672908966,27.58615187,13.81098322,199.5425752,18.8160679,17.44864015,201.4840236,21.70654975,44.76339697,17.59426939,14.6284692,56.80358368,16.21767603,5.529082025,0.13832313,62.84756418,19.54210318,1,30126
Barh El Gazal,Chad,Barh el Ghazel,,,Barh el Ghazel,Chad,Barh el Ghazel,,,,14.55011965,579.8543081,3191.694357,281.5453265,164.4569075,-2229.438526,404.057275,-2597.335968,208.4151359,226.1428367,333.312987,298.7942406,136.675131,166.6141801,0.05605228,0,0.000898892,14.8211559,67.12016353,186.6427113,-2464.117866,1621.858795,0,0,320.7079358,316.8411253,509.6650723,0.117419045,67.36015149,2.573362844,0,0,0,28.75334076,0.727817824,0,0,0.585473311,0,0.001749829,2.575112674,102.438964,5.55E-08,3026.263844,368.2528696,16812.03158,2968.204564,7087.416577,14270.2354,6680.521736,7241.53991,4853.462711,272.5045998,8846.038314,4696.404413,76.17552449,4013.160634,11019.0105,0.000157085,3.69E-05,5.26E-07,4.36E-07,0.019847442,0.043830424,0.010650865,291.7992253,0.004651215,7.85E-07,6.062424957,0.407183166,-8.45E-08,1.969552848,0.014374302,2.81E-05,0.026057513,17.02225374,0.050384464,0.381888284,997.0070681,7.799059804,0,6.25E-04,218.0036722,1266.428145,16.93950203,1647.957105,3.446551139,1533.693563,303.66582,3574.190573,4759.211668,1515.153911,2605.690562,5774.220959,6170.917104,5412.193869,0.125047945,45.86203516,7,53,13611.3304,1440.482639,20.6561488,6.834014994,1.841282661,199.9999761,8.705692177,3.618259994,12.60919865,3.157631709,40.91400126,6.52636987,12.99684732,80.06425401,1.12659193,1.494748182,0.000669255,1.846838611,3.217157829,7,30713
Batha,Chad,Batha,,,Batha,Chad,Batha,,,,13.97524358,947.04958,3206.151495,288.4544176,273.0309957,-2192.831227,407.021237,-2594.995326,232.2777859,246.0058554,334.582938,286.2141206,153.4078884,160.5424752,0.073696494,0,0.014688782,21.15984875,109.5910879,301.9968732,-2477.886662,703.6579854,0.002380176,0.00199396,327.7035568,324.2010747,525.076675,0.128806242,25.19260835,15.33021611,0.013511199,0.010314804,0.000229626,52.51470383,4.633146517,0.19883739,0.010911832,2.094431792,0,0.005070144,15.33528625,692.3509046,3.75E-08,2600.107568,512.5457722,42772.70708,1821.794748,12752.23841,20209.75302,8375.127775,5750.866586,2962.399444,491.8808752,13133.42481,6484.879097,139.2307096,2112.63697,29967.92934,-0.000447651,0.00015393,-1.21E-07,-5.78E-08,0.0439675,-0.157308555,-0.024353771,347.6680052,0.008398819,-4.45E-07,3.578235787,0.201977936,2.78E-07,1.201334116,-0.004631175,8.76E-06,0.301167124,21.90927671,0.136383277,0.416071177,1991.613675,7.623196062,0,0.002510297,318.3156667,1565.481052,19.16740694,2457.044105,3.969109863,2096.008129,521.7640328,2897.437266,4209.913332,1111.314023,2039.384871,5306.141367,5564.683148,4588.859003,1.199226792,49.58701884,7,53,14337.36664,1493.160604,16.05701006,11.86580489,2.378211781,199.9789507,10.20764486,3.958181135,31.82675606,4.416868498,39.50579085,9.445171221,12.79219367,78.58823514,2.88998847,2.369271757,0.034860123,3.423417203,6.22863348,7,30713
Borkou,Chad,Borkou,,,Borkou,Chad,Borkou,,,,18.34435962,99.24682786,3601.989822,263.4719962,20.20854458,-2255.144809,391.048017,-2592.663427,172.9457606,204.4629574,325.357833,316.6960387,99.4761085,167.6487493,0.295905236,0.009736488,0.094383844,4.190064881,9.117810568,24.42729487,-2439.928096,3019.346866,0,0,342.8441928,340.100112,560.4187148,0.023764551,99.84108316,0.0346207,0,0,0,0.060874493,0.000323291,0,0,0.06279408,0,0.00032963,0.03495033,0.042471609,3.30E-08,1767.95113,238.5240444,1894.231786,5628.809922,1611.680189,5102.024347,3702.308915,9216.515324,7998.021005,64.87723242,2957.473164,1863.846308,18.56328607,7368.346346,1244.65916,0.000802887,-0.001640218,-3.31E-06,-3.23E-06,-0.085077888,0.017987121,0.010585436,513.6962368,-0.026476078,-1.25E-05,18.57890247,1.417594487,5.45E-06,5.94012764,-0.200027941,0.000762386,0.000111659,46.46405023,0.022031765,0.044552371,12.72224105,1.053151859,0,7.38E-04,100.0090247,744.9345773,9.123956854,1197.521467,1.550445627,965.9938781,327.7381335,3794.258557,4591.793665,1421.951541,2534.285931,5568.426652,5964.704917,5593.895889,0.002795517,26.17316848,13,842,13458.92143,1461.200761,16.69346348,6.562099085,4.107712248,193.8276707,7.618057603,2.549328774,12.32081416,1.896191421,40.22749105,6.38715675,12.6689541,80.48693884,0.194654371,0.79052253,3.49E-05,6.574512997,0.531739248,13,81327
